4	2026-09-08T01:32:10.605664745-0400	0	127.0.0.1	48762	127.0.0.1	80	GET	/image.html	127.0.0.1
8	2026-09-08T01:32:10.837300360-0400	0	127.0.0.1	48762	127.0.0.1	80	GET	/lab_photo.jpg	127.0.0.1
11	2026-09-08T01:32:10.866501228-0400	0	127.0.0.1	48762	127.0.0.1	80	GET	/favicon.ico	127.0.0.1
