4	41.844610241	00:50:56:86:02:65	136.160.215.194	00:50:56:86:02:65	136.160.215.15
6	46.883530398	00:50:56:86:cb:fc	136.160.215.15	00:50:56:86:cb:fc	136.160.215.194
