1	2026-09-16T18:10:40.397639416-0400	00:0c:29:f3:f7:44	00:50:56:ff:50:a0	1	192.168.199.128	00:0c:29:f3:f7:44	192.168.199.2	00:00:00:00:00:00
2	2026-09-16T18:10:40.397937795-0400	00:50:56:ff:50:a0	00:0c:29:f3:f7:44	2	192.168.199.2	00:50:56:ff:50:a0	192.168.199.128	00:0c:29:f3:f7:44
3	2026-09-16T18:10:58.177251976-0400	00:0c:29:f3:f7:44	ff:ff:ff:ff:ff:ff	1	192.168.199.128	00:0c:29:f3:f7:44	192.168.199.2	00:00:00:00:00:00
4	2026-09-16T18:10:58.177678216-0400	00:50:56:ff:50:a0	00:0c:29:f3:f7:44	2	192.168.199.2	00:50:56:ff:50:a0	192.168.199.128	00:0c:29:f3:f7:44
