70	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
71	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
72	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
73	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
74	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
75	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
76	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
77	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
78	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
79	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
80	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
81	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
82	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
83	192.168.199.129	192.168.199.2	changelogs.ubuntu.com	False	
84	192.168.199.129	192.168.199.2	changelogs.ubuntu.com	False	
85	192.168.199.2	192.168.199.129	changelogs.ubuntu.com	True	0
86	192.168.199.2	192.168.199.129	changelogs.ubuntu.com	True	0
87	192.168.199.129	192.168.199.2	portal.icdfa.test	False	
88	192.168.199.2	192.168.199.129	portal.icdfa.test	True	3
89	192.168.199.129	192.168.199.2	portal.icdfa.test	False	
90	192.168.199.2	192.168.199.129	portal.icdfa.test	True	3
91	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
92	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
93	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
94	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
95	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
96	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
97	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
98	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
99	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
100	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
101	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
102	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
103	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
104	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
105	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
106	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
107	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
108	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
109	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
110	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
111	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
112	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
113	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
114	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
115	192.168.199.129	192.168.199.2	changelogs.ubuntu.com	False	
116	192.168.199.129	192.168.199.2	changelogs.ubuntu.com	False	
117	192.168.199.2	192.168.199.129	changelogs.ubuntu.com	True	0
118	192.168.199.2	192.168.199.129	changelogs.ubuntu.com	True	0
119	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
120	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
121	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
122	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
123	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
124	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
125	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
126	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
127	192.168.199.129	192.168.199.2	changelogs.ubuntu.com	False	
128	192.168.199.129	192.168.199.2	changelogs.ubuntu.com	False	
129	192.168.199.2	192.168.199.129	changelogs.ubuntu.com	True	0
130	192.168.199.2	192.168.199.129	changelogs.ubuntu.com	True	0
131	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
132	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
133	192.168.199.129	192.168.199.2	_https._tcp.changelogs.ubuntu.com	False	
134	192.168.199.2	192.168.199.129	_https._tcp.changelogs.ubuntu.com	True	3
